id,Label
1087,晌
1088,森
1089,微
1090,心
1091,絲
1092,素
1093,綯
1094,鈇
1095,裔
1096,鬷
1097,翁
1098,皞
1099,沿
1100,衎
1101,曮
1102,範
1103,俁
1104,趯
1105,韋
1106,魏
1107,芻
1108,羽
1109,勛
1110,吳
1111,璟
1112,丞
1113,撝
1114,幵
1115,審
1116,栻
1117,巘
1118,璋
1119,楊
1120,晨
1121,嶠
1122,緘
1123,繪
1124,告
1125,倓
1126,畋
1127,蛻
1128,畏
1129,嵎
1130,矞
1131,姚
1132,焯
1133,卲
1134,葉
1135,均
1136,份
1137,曦
1138,伸
1139,燕
1140,瑛
1141,抑
1142,閻
1143,殊
1144,珂
1145,敢
1146,烈
1147,賙
1148,祺
1149,余
1150,授
1151,藻
1152,喻
1153,袁
1154,煒
1155,圯
1156,樂
1157,目
1158,邱
1159,珍
1160,賡
1161,宥
1162,楙
1163,御
1164,佺
1165,蔚
1166,為
1167,錯
1168,闔
1169,昆
1170,鏐
1171,俶
1172,佃
1173,倧
1174,瑩
1175,現
1176,卓
1177,贊
1178,襲
1179,進
1180,器
1181,睦
1182,省
1183,動
1184,B
1185,珫
1186,濬
1187,璠
1188,珦
1189,容
1190,暐
1191,埴
1192,奢
1193,制
1194,津
1195,枃
1196,釜
1197,煦
1198,揆
1199,禎
1200,妃
1201,訪
1202,者
1203,潭
1204,綖
1205,弘
1206,殷
1207,恩
1208,注
1209,H
1210,C
1211,駿
1212,D
1213,熹
1214,翌
1215,葆
1216,肜
1217,模
1218,溶
1219,慮
1220,郁
1221,取
1222,臘
1223,恬
1224,導
1225,房
1226,巳
1227,璆
1228,治
1229,境
1230,耩
1231,侂
1232,戭
1233,恢
1234,棠
1235,辯
1236,兌
1237,禹
1238,遇
1239,淇
1240,邢
1241,胥
1242,父
1243,X
1244,責
1245,巢
1246,浹
1247,犖
1248,圜
1249,瓊
1250,銑
1251,化
1252,仕
1253,宮
1254,邲
1255,奐
1256,稠
1257,結
1258,撰
1259,F
1260,G
1261,捷
1262,夔
1263,誥
1264,覯
1265,袤
1266,性
1267,勗
1268,懿
1269,預
1270,熅
1271,蒨
1272,珩
1273,枅
1274,膚
1275,鶚
1276,洽
1277,敞
1278,福
1279,歷
1280,歛
1281,灝
1282,敬
1283,緒
1284,异
1285,椅
1286,滌
1287,錝
1288,鑰
1289,訔
1290,靜
1291,臯
1292,?
1293,洸
1294,流
1295,宲
1296,沅
1297,摭
1298,泰
1299,譽
1300,玗
1301,援
1302,漳
1303,侃
1304,郴
1305,璘
1306,業
1307,粲
1308,澈
1309,墨
1310,頌
1311,晝
1312,謹
1313,岫
1314,銳
1315,僖
1316,攜
1317,欺
1318,軾
1319,竣
1320,豫
1321,矼
1322,既
1323,待
1324,悅
1325,翟
1326,隲
1327,衢
1328,條
1329,逞
1330,玹
1331,雋
1332,楷
1333,阜
1334,逮
1335,勝
1336,潮
1337,冏
1338,洙
1339,善
1340,發
1341,遐
1342,祜
1343,衣
1344,雱
1345,汀
1346,瀆
1347,演
1348,淹
1349,絪
1350,了
1351,銓
1352,桓
1353,猛
1354,蕡
1355,偰
1356,密
1357,膳
1358,闢
1359,棟
1360,瑤
1361,愧
1362,遴
1363,焞
1364,兟
1365,戢
1366,鞗
1367,K
1368,諭
1369,E
1370,a
1371,詧
1372,棨
1373,斌
1374,詡
1375,恆
1376,妻
1377,頊
1378,后
1379,擴
1380,暄
1381,匡
1382,胤
1383,蘭
1384,（
1385,）
1386,濩
1387,女
1388,麗
1389,芮
1390,靈
1391,播
1392,閏
1393,攸
1394,占
1395,里
1396,耀
1397,毖
1398,伏
1399,縣
1400,紫
1401,妙
1402,人
1403,扆
1404,慕
1405,藹
1406,企
1407,童
1408,十
1409,訢
1410,淨
1411,慧
1412,貞
1413,鏞
1414,橡
1415,代
1416,競
1417,滁
1418,學
1419,紓
1420,買
1421,統
1422,尤
1423,干
1424,標
1425,設
1426,緝
1427,慈
1428,侍
1429,提
1430,愇
1431,握
1432,講
1433,澧
1434,旄
1435,嬸
1436,驥
1437,竺
1438,鄄
1439,超
1440,茳
1441,錡
1442,劬
1443,註
1444,束
1445,倪
1446,淮
1447,孜
1448,瑋
1449,騫
1450,議
1451,三
1452,郡
1453,弆
1454,鐊
1455,戒
1456,駱
1457,煇
1458,圓
1459,繩
1460,瀛
1461,左
1462,車
1463,翱
1464,昀
1465,瓛
1466,騤
1467,寄
1468,秀
1469,退
1470,皓
1471,婉
1472,音
1473,危
1474,俱
1475,㞦
1476,嵇
1477,并
1478,雩
1479,非
1480,理
1481,威
1482,岷
1483,偓
1484,栩
1485,侗
1486,褚
1487,級
1488,錤
1489,綡
1490,磐
1491,裁
1492,監
1493,褒
1494,磯
1495,璇
1496,辟
1497,群
1498,㝝
1499,蘩
1500,暉
1501,附
1502,練
1503,絃
1504,損
1505,切
1506,儔
1507,畤
1508,湍
1509,纁
1510,槃
1511,銍
1512,嶷
1513,毅
1514,凱
1515,蘋
1516,咎
1517,闐
1518,寔
1519,鄰
1520,過
1521,水
1522,熺
1523,檜
1524,澂
1525,夜
1526,鎔
1527,槩
1528,瑴
1529,麟
1530,种
1531,㮚
1532,俯
1533,宿
1534,履
1535,耘
1536,邴
1537,攄
1538,弭
1539,潤
1540,拂
1541,㝢
1542,浦
1543,巫
1544,岐
1545,炅
1546,眘
1547,禥
1548,㬎
1549,昰
1550,昺
1551,艾
1552,豐
1553,乙
1554,完
1555,霄
1556,薩
1557,隱
1558,亦
1559,沇
1560,柄
1561,杭
1562,鎰
1563,啟
1564,霸
1565,濂
1566,滑
1567,瓖
1568,月
1569,生
1570,揮
1571,釋
1572,偶
1573,洧
1574,勣
1575,昕
1576,槻
1577,柲
1578,僩
1579,芹
1580,新
1581,或
1582,秘
1583,淲
1584,涇
1585,閌
1586,轂
1587,灼
1588,圻
1589,埜
1590,淳
1591,嶽
1592,珉
1593,洌
1594,登
1595,槱
1596,崈
1597,謐
1598,斐
1599,徯
1600,裒
1601,樟
1602,銖
1603,焦
1604,黻
1605,鉼
1606,礎
1607,敄
1608,鏘
1609,礒
1610,教
1611,木
1612,肱
1613,禕
1614,仍
1615,僉
1616,賜
1617,蒧
1618,聖
1619,賚
1620,渷
1621,滸
1622,釗
1623,瑎
1624,漪
1625,渲
1626,顗
1627,纘
1628,侹
1629,奧
1630,焆
1631,忽
1632,倦
1633,鐩
1634,峭
1635,據
1636,彰
1637,酇
1638,芭
1639,桱
1640,軧
1641,輅
1642,比
1643,溉
1644,幼
1645,海
1646,勇
1647,喆
1648,輦
1649,遂
1650,繢
1651,逌
1652,醇
1653,㳘
1654,浤
1655,汾
1656,瀚
1657,桐
1658,偘
1659,玉
1660,褘
1661,鳳
1662,觥
1663,溍
1664,珌
1665,印
1666,甄
1667,爵
1668,㠭
1669,辨
1670,玄
1671,汸
1672,漼
1673,珽
1674,絛
1675,篆
1676,秠
1677,畦
1678,沙
1679,谿
1680,遡
1681,宓
1682,址
1683,增
1684,點
1685,效
1686,談
1687,郵
1688,敵
1689,騰
1690,腴
1691,曅
1692,晤
1693,猜
1694,駢
1695,渝
1696,瑢
1697,旅
1698,桴
1699,鸞
1700,崖
1701,朔
1702,宬
1703,露
1704,喈
1705,事
1706,囿
1707,蕤
1708,耕
1709,衝
1710,閱
1711,瓐
1712,瑑
1713,寵
1714,政
1715,珤
1716,桂
1717,滔
1718,稟
1719,榦
1720,昞
1721,祗
1722,暢
1723,依
1724,壬
1725,藝
1726,佇
1727,漺
1728,汶
1729,諴
1730,共
1731,蓁
1732,价
1733,瀣
1734,禴
1735,佩
1736,僎
1737,典
1738,旬
1739,劭
1740,樵
1741,暹
1742,濯
1743,壯
1744,蓮
1745,花
1746,巒
1747,倞
1748,千
1749,芳
1750,茞
1751,力
1752,斗
1753,祓
1754,峻
1755,命
1756,翥
1757,繇
1758,栗
1759,琢
1760,概
1761,虙
1762,攢
1763,俛
1764,萱
1765,鏻
1766,昶
1767,伎
1768,草
1769,鯁
1770,逷
1771,鵠
1772,驌
1773,櫟
1774,最
1775,頲
1776,駉
1777,麡
1778,泂
1779,羊
1780,鴣
1781,念
1782,乾
1783,剔
1784,吏
1785,沐
1786,矜
1787,譾
1788,倜
1789,崏
1790,惲
1791,汭
1792,瞱
1793,璣
1794,疋
1795,鏡
1796,耽
1797,再
1798,芑
1799,韐
1800,以
1801,酉
1802,禾
1803,玶
1804,箕
1805,酢
1806,醳
1807,癸
1808,槔
1809,垕
1810,靡
1811,整
1812,駒
1813,屼
1814,J
1815,術
1816,噩
1817,系
1818,綝
1819,撙
1820,琇
1821,勻
1822,頔
1823,榕
1824,翛
1825,儵
1826,楨
1827,懂
1828,L
1829,M
1830,弇
1831,混
1832,翹
1833,I
1834,N
1835,O
1836,P
1837,僧
1838,紇
1839,託
1840,伾
1841,潁
1842,皤
1843,琠
1844,岱
1845,歆
1846,苞
1847,西
1848,帝
1849,巋
1850,諧
1851,箸
1852,錞
1853,燧
1854,烜
1855,墉
1856,盈
1857,薖
1858,郜
1859,衹
1860,耒
1861,喜
1862,敝
1863,虔
1864,壇
1865,始
1866,幸
1867,暠
1868,員
1869,厲
1870,柬
1871,朗
1872,藏
1873,須
1874,滉
1875,虒
1876,搏
1877,烝
1878,鹿
1879,夐
1880,畟
1881,芘
1882,栐
1883,嵓
1884,稜
1885,農
1886,愻
1887,憑
1888,翊
1889,葦
1890,蔇
1891,鶠
1892,韙
1893,鷹
1894,豁
1895,粢
1896,瑱
1897,劑
1898,果
1899,璧
1900,庲
1901,彼
1902,鶴
1903,寯
1904,籌
1905,羨
1906,徵
1907,工
1908,甸
1909,澹
1910,傃
1911,嬰
1912,筵
1913,祟
1914,沼
1915,愉
1916,星
1917,攀
1918,畊
1919,韡
1920,弈
1921,戊
1922,響
1923,蜀
1924,縯
1925,在
1926,杓
1927,爽
1928,屺
1929,郃
1930,祕
1931,僮
1932,Q
1933,虨
1934,琨
1935,榛
1936,㽦
1937,龢
1938,蕘
1939,疾
1940,副
1941,榆
1942,耑
1943,蘾
1944,苹
1945,藩
1946,漙
1947,習
1948,斁
1949,聘
1950,皆
1951,量
1952,杙
1953,邠
1954,坎
1955,渥
1956,俸
1957,獬
1958,洋
1959,叡
1960,彀
1961,軻
1962,緣
1963,檝
1964,珹
1965,嘗
1966,耄
1967,誰
1968,眾
1969,螽
1970,爟
1971,燡
1972,旼
1973,即
1974,誾
1975,兾
1976,倕
1977,誘
1978,彙
1979,爰
1980,宧
1981,階
1982,哿
1983,䙼
1984,垂
1985,冉
1986,R
1987,蹈
1988,毣
1989,較
1990,殳
1991,皎
1992,稼
1993,斯
1994,瑄
1995,壁
1996,鏗
1997,徹
1998,後
1999,栯
2000,桶
2001,綺
2002,駜
2003,珖
2004,戣
2005,埏
2006,悊
2007,棶
2008,嶙
2009,箴
2010,筥
2011,春
2012,鈜
2013,詳
2014,邰
2015,遷
2016,廙
2017,崎
2018,竑
2019,楠
2020,孳
2021,槐
2022,瞳
2023,擬
2024,悰
2025,悳
2026,遊
2027,阮
2028,濲
2029,賑
2030,枚
2031,廌
2032,霽
2033,診
2034,憬
2035,㞰
2036,岄
2037,葴
2038,柟
2039,懦
2040,甲
2041,肄
2042,騑
2043,騶
2044,紃
2045,訦
2046,S
2047,敱
2048,壅
2049,倘
2050,諸
2051,瓚
2052,讀
2053,報
2054,垌
2055,坡
2056,字
2057,邕
2058,翿
2059,塏
2060,詁
2061,瑭
2062,㮤
2063,巍
2064,尊
2065,峙
2066,跋
2067,泉
2068,睽
2069,暰
2070,鋁
2071,瀶
2072,但
2073,矢
2074,淘
2075,黔
2076,磻
2077,濇
2078,韸
2079,諕
2080,類
2081,假
2082,優
2083,仞
2084,仟
2085,傈
2086,璱
2087,戌
2088,填
2089,香
2090,俠
2091,褧
2092,焴
2093,爚
2094,燿
2095,帶
2096,冰
2097,寮
2098,煓
2099,禫
2100,閩
2101,逾
2102,送
2103,侵
2104,贙
2105,像
2106,祈
2107,重
2108,塒
2109,短
2110,助
2111,昈
2112,譯
2113,瀜
2114,菑
2115,笥
2116,劼
2117,體
2118,城
2119,炯
2120,懬
2121,晃
2122,訜
2123,閣
2124,雃
2125,槊
2126,位
2127,研
2128,論
2129,款
2130,垚
2131,仰
2132,語
2133,旹
2134,套
2135,軌
2136,勁
2137,栖
2138,煃
2139,壎
2140,銛
2141,接
2142,櫛
2143,晫
2144,寪
2145,錧
2146,壘
2147,潞
2148,灃
2149,組
2150,橋
2151,纓
2152,綦
2153,俖
2154,暈
2155,謩
2156,詮
2157,玢
2158,洗
2159,畎
2160,澐
2161,甘
2162,兆
2163,斑
2164,褎
2165,躋
2166,崌
2167,崍
2168,珠
2169,禦
2170,拊
2171,喚
2172,愓
2173,夬
2174,翃
2175,丰
2176,拾
2177,歡
2178,疆
2179,迻
2180,珗
2181,畣
2182,洺
2183,仵
2184,霂
2185,邃
2186,T
2187,旂
2188,愔
2189,鍪
2190,匊
2191,鰓
2192,主
2193,軿
2194,仇
2195,榘
2196,仝
2197,褶
2198,頃
2199,衑
2200,梠
2201,鋾
2202,蟾
2203,係
2204,冽
2205,臺
2206,譙
2207,愭
2208,輯
2209,朏
2210,璵
2211,羔
2212,撫
2213,嚞
2214,荷
2215,穗
2216,午
2217,砥
2218,柯
2219,鋌
2220,燦
2221,旺
2222,黑
2223,支
2224,鄂
2225,郊
2226,悆
2227,寢
2228,徒
2229,牟
2230,斚
2231,縕
2232,浮
2233,囂
2234,嶸
2235,僚
2236,U
2237,V
2238,W
2239,璲
2240,歲
2241,芸
2242,寥
2243,彪
2244,勞
2245,瑨
2246,勱
2247,晭
2248,緬
2249,錄
2250,嶢
2251,菶
2252,還
2253,蓀
2254,儲
2255,候
2256,項
2257,齋
2258,物
2259,早
2260,鉦
2261,屠
2262,浙
2263,渚
2264,楀
2265,渠
2266,昴
2267,廆
2268,皝
2269,蘉
2270,汴
2271,潀
2272,迴
2273,仙
2274,罔
2275,涂
2276,宦
2277,故
2278,顆
2279,侮
2280,迷
2281,牙
2282,壄
2283,寂
2284,禔
2285,衿
2286,椒
2287,梴
2288,楰
2289,杠
2290,洲
2291,弢
2292,迵
2293,淢
2294,渘
2295,儶
2296,儆
2297,廱
2298,淯
2299,班
2300,驎
2301,展
2302,恥
2303,迂
2304,㠓
2305,儈
2306,嵒
2307,貢
2308,譍
2309,頖
2310,頫
2311,籲
2312,儁
2313,環
2314,忼
2315,沛
2316,淺
2317,浯
2318,涪
2319,滈
2320,旭
2321,揣
2322,昊
2323,逨
2324,殖
2325,涵
2326,謷
2327,侑
2328,聰
2329,杉
2330,感
2331,招
2332,鋼
2333,礿
2334,瀾
2335,栴
2336,淡
2337,灌
2338,妹
2339,息
2340,鄆
2341,燠
2342,樒
2343,堝
2344,垍
2345,鑝
2346,詞
2347,淦
2348,肎
2349,郇
2350,淞
2351,塈
2352,槙
2353,壵
2354,垔
2355,勍
2356,暇
2357,盎
2358,鼐
2359,諗
2360,昫
2361,肩
2362,吾
2363,庥
2364,愛
2365,慰
2366,杇
2367,側
2368,溪
2369,䦎
2370,檀
2371,陂
2372,槮
2373,煟
2374,芷
2375,衒
2376,穩
2377,燫
2378,煠
2379,迅
2380,闓
2381,薄
2382,塗
2383,雕
2384,拔
2385,瑚
2386,滫
2387,睎
2388,沄
2389,韜
2390,鄖
2391,檥
2392,號
2393,遄
2394,嶟
2395,嶐
2396,橞
2397,惉
2398,栝
2399,匪
2400,橒
2401,掄
2402,淶
2403,陓
2404,衰
2405,雨
2406,盡
2407,簣
2408,逈
2409,築
2410,畹
2411,更
2412,味
2413,釿
2414,亭
2415,鏦
2416,職
2417,掌
2418,廊
2419,鸑
2420,辱
2421,獲
2422,繶
2423,涺
2424,燔
2425,街
2426,驚
2427,陋
2428,潼
2429,榗
2430,楳
2431,圃
2432,勿
2433,衜
2434,妾
2435,讚
2436,桿
2437,際
2438,磊
2439,彤
2440,絜
2441,冷
2442,熒
2443,鈺
2444,淛
2445,殼
2446,降
2447,倢
2448,袗
2449,騊
2450,享
2451,瓞
2452,渤
2453,鄑
2454,怤
2455,閑
2456,橌
2457,椆
2458,瓔
2459,倡
2460,谹
2461,玩
2462,轟
2463,儇
2464,潯
2465,闋
2466,浟
2467,滮
2468,枝
2469,椲
2470,繒
2471,札
2472,詒
2473,納
2474,玖
2475,遽
2476,就
2477,岊
2478,暲
2479,趾
2480,旨
2481,繁
2482,豈
2483,桀
2484,穥
2485,髦
2486,几
2487,懌
2488,懃
2489,頷
2490,滬
2491,駛
2492,樹
2493,要
2494,麋
2495,溧
2496,掀
2497,縉
2498,予
2499,韞
2500,喦
2501,礝
2502,溳
2503,棉
2504,熧
2505,彖
2506,曇
2507,缽
2508,玕
2509,榑
2510,囦
2511,孕
2512,丹
2513,牢
2514,岌
2515,𡼖
2516,复
2517,銘
2518,湀
2519,霑
2520,渾
2521,椷
2522,迢
2523,讎
2524,侔
2525,縚
2526,誧
2527,征
2528,爗
2529,跈
2530,墮
2531,玸
2532,漆
2533,畿
2534,曼
2535,炫
2536,牥
2537,怘
2538,坑
2539,替
2540,齍
2541,屾
2542,崹
2543,鐐
2544,黨
2545,熠
2546,晚
2547,門
2548,貝
2549,樽
2550,錙
2551,單
2552,倉
2553,巾
2554,瓬
2555,熾
2556,亙
2557,猗
2558,諹
